	sim_1	sim_2	sim_3	sim_4	sim_5	sim_6	sim_7	sim_8	sim_9	sim_10	sim_11	sim_12	sim_13	sim_14	sim_15	sim_16	sim_17	sim_18	sim_19	sim_20	sim_21	sim_22	sim_23	sim_24	sim_25	sim_26	sim_27	sim_28	sim_29	sim_30	sim_31	sim_32	sim_33	sim_34	sim_35	sim_36	sim_37	sim_38	sim_39	sim_40	sim_41	sim_42	sim_43	sim_44	sim_45	sim_46	sim_47	sim_48	sim_49	sim_50	sim_51	sim_52	sim_53	sim_54	sim_55	sim_56	sim_57	sim_58	sim_59	sim_60	sim_61	sim_62	sim_63	sim_64	sim_65	sim_66	sim_67	sim_68	sim_69	sim_70	sim_71	sim_72	sim_73	sim_74	sim_75	sim_76	sim_77	sim_78	sim_79	sim_80	sim_81	sim_82	sim_83	sim_84	sim_85	sim_86	sim_87	sim_88	sim_89	sim_90	sim_91	sim_92	sim_93	sim_94	sim_95	sim_96	sim_97	sim_98	sim_99	sim_100	sim_101	sim_102	sim_103	sim_104	sim_105	sim_106	sim_107
Yagoda_&_Ren_r7	3	3	3	3	3	2	3	2	3	3	2	2	3	3	3	3	3	3	2	3	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	3	3	3	2	2	2	3	2	3	3	3	3	3	2	3	2	3	2	3	3	3	2	2	3	2	3	2	2	3	2	3	2	2	3	3	3	2	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3
Yagoda_&_Ren_r8	1	1	1	0	1	2	1	3	1	1	1	2	1	1	0	1	1	0	2	1	1	1	2	1	1	1	1	0	0	1	0	1	1	1	1	1	1	2	1	1	1	1	1	2	1	0	1	0	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	0	1	0	1	1	2	1	1	2	1	1	2	1	2	1	1	2	0	1	1	2	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	0	1	1	1	1	1
Zhang_&_Cheng_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zhang_&_Cheng_r8	1	0	1	1	0	0	0	2	0	0	1	0	0	1	1	2	1	1	0	1	0	2	1	1	1	1	1	0	1	0	0	1	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	1	0	2	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	1	2	0	0	0	0	1	1	0	1	0	1	0	0	1	2	0	1	1	0	1	2	1	1	0	1	1	2	2	0	0	1	2	1	1
Zhu_&_Chen_r7	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Zhu_&_Chen_r8	2	2	2	2	2	2	1	2	1	2	2	0	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	3	2	1	1	2	2	2	2	2	2	2	2	1	2	2	1	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	3	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	1	3	2	2	1	2	1	3	2	2	2	2
Buquet_&_Garcia_r7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Buquet_&_Garcia_r8	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Camp_&_Matheson_r7	3	2	3	3	2	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	3	2	3	2	2	3	3	2	3	3	3	2	2	2	3	2	3	2	3	3	3	3	3	3	2	3	3	2	3	3	3	3	2	3	3	3	3	2	3	2	3	3	2	2	2	3	3	2	3	3	3	3	3	3	2	2	3	3	3	3	3	2	3	3	2	2	3	3	3	2	3	3	3	2	2	3	3	3	3
Camp_&_Matheson_r8	0	1	1	2	2	1	1	1	2	1	1	1	0	0	3	0	1	3	1	1	0	1	1	0	1	1	2	2	2	1	2	2	1	1	1	1	0	1	1	2	2	2	0	2	1	3	1	2	1	1	1	1	2	1	1	3	1	1	0	0	1	0	1	1	1	3	1	3	1	1	2	2	1	1	1	2	1	0	1	1	1	1	3	1	1	1	3	1	1	1	0	0	1	2	0	2	1	1	1	1	0	2	1	1	1	1	0
Castro_&_Wong_r7	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1
Castro_&_Wong_r8	1	1	1	0	1	1	1	0	1	3	2	1	0	0	0	1	0	0	1	0	2	0	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	2	1	1	0	0	0	1	1	1	1	2	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	2	1	0	1	0	1	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0
DeBono_&_Rigaud_r7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
DeBono_&_Rigaud_r8	3	2	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	2	2	2	3	3	2	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	2	2	3	3	3	2	2	3	3	2	2	3	3	2	3	2	2	2	2	2	3	3	3	3	3	3	3	2	3	3	2	2	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	2	3	3	3	3	3	3
Fraley_&_Agho_r7	2	3	2	2	3	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	3	2	3	3	2	2	3	2	2	2	3	3	3	2	3	2	3	2	2	2	2	2	2	3	2	2	3	2	2	2	2	3	2	2	2	2	3	2	3	2	2	3	3	3	2	2	3	2	2	2	2	2	2	3	3	2	2	2	2	2	3	2	2	3	3	2	2	2	3	2	2	2	3	3	2	2	2	2
Fraley_&_Agho_r8	2	1	2	1	0	1	1	0	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	0	2	2	1	2	2	2	1	2	1	2	1	0	1	1	1	1	2	1	2	1	2	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	2	1	1	1	1	1	1	2	1	2	0	2	1	1	2	1	0	2	1	1	1	1	0	1	1	1	2	0	2	2
Gangasandra_&_Knight_r7	3	3	3	3	3	3	3	1	3	2	2	3	3	3	3	2	1	1	2	3	2	1	2	2	3	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	2	2	3	2	3	2	3	1	2	3	2	1	1	3	3	3	2	2	2	3	2	3	3	3	3	3	3	1	1	3	3	3	3	3	3	2	3	3	2	3	3	1	3	3	1	3	3	3	3	3	3	3	2	1	2	3	3	3	1	3	3
Gangasandra_&_Knight_r8	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0
Grizzle_&_Douglas_r7	2	2	1	1	2	2	2	1	2	2	2	2	1	1	2	1	1	2	2	1	2	2	2	1	2	2	1	2	1	2	1	2	2	1	1	2	1	2	2	2	2	2	2	1	1	2	2	2	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	1	2	1	2	1	1	2	2	2	2	1	1	2	1	2	1	2	1	2	2	2	1	2	1	2	1	1	1	2	1	2	1	2	1	2	1	2	2	1
Grizzle_&_Douglas_r8	2	2	3	3	2	2	2	2	2	2	2	2	3	3	3	2	2	3	2	2	2	2	2	2	2	2	2	3	3	2	3	2	2	2	3	2	3	2	2	2	2	2	2	3	3	3	2	3	3	1	2	2	3	2	2	3	2	1	1	2	2	2	2	2	2	3	1	3	2	2	3	2	2	2	2	2	2	2	2	3	2	2	3	3	2	2	3	1	2	2	1	3	2	2	2	3	2	3	2	2	2	3	2	3	1	2	3
Jackson_&_Tamkin_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jackson_&_Tamkin_r8	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3	1	3	3	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3
Knijnik_&_Dias_r7	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	2	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	2	2	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1
Knijnik_&_Dias_r8	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	0	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	1	1	2	0	3	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	3	2	2	1	2	2	2	2	2	1	1	2	2	2	1	2	2
Mancuso_&_Damascena_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mancuso_&_Damascena_r8	2	1	1	2	1	1	1	3	1	1	2	1	2	1	1	2	3	2	1	2	1	2	1	2	2	2	2	1	2	1	1	2	1	2	3	1	2	2	1	1	1	1	1	2	2	1	1	2	2	3	2	1	2	2	1	1	3	2	1	2	1	1	2	2	2	2	1	1	1	1	2	1	2	2	2	1	1	1	1	2	1	1	1	1	1	2	2	3	1	1	2	1	1	3	2	1	1	1	1	2	2	1	1	1	3	2	1
Mulkeen_&_Bugler_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mulkeen_&_Bugler_r8	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0
Muwahid_&_Permpoonwiwat_r7	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Muwahid_&_Permpoonwiwat_r8	2	2	2	1	2	2	3	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Nin_&_Gírio_r7	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	2	2	1	1	2	1	1	1	2	1	1	2	1	2	1	2	1	1	2	2	1	2	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	2	2	1	1	1	1	2	2	1	2	1	2	1	2	1	1	1	2	1	2	1	2	2	2	1	2	1	2	1	2	1	2	1	1	2
Nin_&_Gírio_r8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0
Ong_&_Liu_r7	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Ong_&_Liu_r8	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
Pavić_&_Juric_r7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Pavić_&_Juric_r8	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2
Rocha_&_Zimmer_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rocha_&_Zimmer_r8	1	2	2	1	2	2	2	1	2	2	1	2	1	2	2	1	1	1	2	1	2	1	2	1	1	1	1	2	1	2	2	3	2	1	1	2	1	1	2	3	2	2	2	1	3	2	2	1	1	1	1	2	1	1	2	2	1	1	2	1	2	2	1	1	1	1	2	2	2	2	1	2	1	1	1	2	2	2	2	1	2	2	2	2	2	1	1	1	2	2	1	2	2	2	1	2	2	2	2	1	1	2	2	2	1	1	2
Song_&_Liu_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Song_&_Liu_r8	1	3	2	2	2	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	1	2	3	3	2	3	2	3	1	2	3	2	3	1	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	2	2	2	2	3	3	3	2	2	3	3	2	3	3	2	3	2	3	2	3	3	2	3	3	2	1	2	3	2	2	3	3	3	3	3	3	3	3	3
Brandi_&_Pimentel_Claut_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brandi_&_Pimentel_Claut_r8	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1
DASCALU_&_Lyhne_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASCALU_&_Lyhne_r8	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Fast_&_Cosby_r7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Fast_&_Cosby_r8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Ginat_&_Shacham_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ginat_&_Shacham_r8	2	3	3	3	3	2	2	3	3	2	3	3	3	3	3	3	3	2	2	3	3	2	3	3	3	3	2	2	2	2	3	3	2	3	3	3	3	2	2	3	3	2	3	3	3	2	3	2	3	3	3	3	3	2	3	3	3	3	3	3	2	2	3	3	3	3	2	3	3	3	3	3	2	2	3	3	3	2	3	2	2	3	3	2	3	3	3	3	3	2	2	3	3	3	2	3	3	3	3	2	2	3	3	3	3	3	3
He_&_Shi_r7	2	1	2	2	2	2	2	1	1	2	1	2	1	2	2	2	1	2	2	1	2	1	1	2	1	2	2	2	2	1	2	1	2	1	1	1	1	2	1	1	1	2	1	2	2	2	1	2	2	1	2	2	1	2	1	2	2	2	2	2	2	1	2	2	1	2	2	1	1	2	2	2	2	1	2	1	2	1	2	1	2	2	2	1	2	2	1	1	1	1	2	1	2	2	2	2	1	2	2	1	2	2	2	1	1	1	2
He_&_Shi_r8	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Leyton_&_Triviño_r7	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Leyton_&_Triviño_r8	2	3	2	1	2	2	2	3	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	1	2	3	3	3	2	2	3	2	2	2	2	2	2	2	1	3	2	2	3	2	2	2	3	3	2	2	2	3	3	2	2	3	3	2	2	3	1	3	3	3	3	3	2	2	2	2	2	2	2	3	2	2	3	3	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	3	1	2	2	2	2	2
Obinata_&_Sano_r7	2	2	2	2	2	2	2	3	2	3	3	2	2	2	2	3	3	3	3	2	3	3	3	3	2	3	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	2	3	2	3	3	2	3	3	3	2	2	2	3	3	3	2	3	2	2	2	2	2	2	3	3	2	2	2	2	2	2	3	2	2	3	2	2	3	2	2	3	2	2	2	2	2	2	2	3	3	3	2	2	2	3	2	2
Obinata_&_Sano_r8	2	2	1	1	1	1	1	1	1	0	0	2	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	2	1	2	0	2	1	1	2	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1
Shales_&_Wyckoff_r7	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	3	3	3	2	2	3	3	2	2	2	3	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	3	3	2	3	3	3	2	2	2	3	2	3	2	3	2	2	2	2	2	2	3	3	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	3	3	3	2	2	2	3	2	2
Shales_&_Wyckoff_r8	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3
Stubblefield_&_West_r7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stubblefield_&_West_r8	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	0	2	3	2	2	2	2	3	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	3	2	2	2	2	2	2	1	2	2	2	2	2	2
